Date,AAPL,MSFT,NFLX,GOOGL,AAPL_ma5,MSFT_ma5,NFLX_ma5,GOOGL_ma5,AAPL_ma10,MSFT_ma10,NFLX_ma10,GOOGL_ma10,AAPL_ma20,MSFT_ma20,NFLX_ma20,GOOGL_ma20,AAPL_return,MSFT_return,NFLX_return,GOOGL_return,AAPL_vol10,MSFT_vol10,NFLX_vol10,GOOGL_vol10,AAPL_rsi,AAPL_macd,AAPL_macd_signal,MSFT_rsi,MSFT_macd,MSFT_macd_signal,NFLX_rsi,NFLX_macd,NFLX_macd_signal,GOOGL_rsi,GOOGL_macd,GOOGL_macd_signal
2025-06-26,-0.0027783626191049127,0.010522701831922499,0.024638340674622672,0.01675650769322634,0.004505793536143554,0.00709743902160378,0.013490297981830213,0.0005047623167760085,0.0011658673431386934,0.0051653358662023365,0.006950296884856533,-0.0020205635613612994,0.00019835569691672438,0.004228610042279752,0.003990276070825938,0.000531858569056437,-1.4416701231111202,1.3876205980563254,-9.164576989041102,-0.28529638164198856,2.738810639447155,2.00043579883839,3.7336523141339204,1.6841980548141753,55.631710838644906,0.0010076642786129566,0.00035783398559132524,61.92403984576142,-8.461039091059268e-05,-6.860890240107187e-05,55.984604694608805,-0.0011039491572455429,-0.0005196594455179133,65.83477063989285,0.0014286153455933884,0.0004628890610898867
2025-06-27,0.00039801477495893245,-0.003035451888013796,0.012589215807080611,0.028754210477215603,8.849546286950893e-05,0.007673085708737304,0.01451586110729306,0.01396389849516877,0.0009943793183583849,0.0035393744271208227,0.008606796552468599,0.0017852263042278827,0.000335510196859079,0.003932530229463776,0.005599839567705595,0.0021146170967200452,-1.1432551576320726,-1.288466967562001,-0.4890396243263484,0.716002582616855,2.737873542744616,1.4955315406878702,3.745180184775322,1.7030153772342846,61.99238661897848,0.001273684277405015,0.0005410040439540632,24.984808372947512,-0.0009784023879723042,-0.00025056759951531835,44.33809817978891,-0.0014539878145787624,-0.0007065251193300831,79.41795986329436,0.002621169157294219,0.0008945450803307532
2025-06-30,0.020340134193924886,0.002964074054145005,0.012100194861167424,-0.01288300603531134,0.003659007632982214,0.004663055580574049,0.013341645644600742,0.013127572076336325,0.004408917174459792,0.004652289883578043,0.010053847619152867,0.0010831515385949064,0.001127458865753639,0.0038976026921920316,0.00526085612195904,0.0015053753296156215,50.10396767563114,-1.9764852692442125,-0.03884443268008364,-1.4480389418280024,16.327294202879905,1.50241911375338,3.757002987375339,1.748504256039033,80.69985560807758,0.003058413924952716,0.0010444860201537939,41.58919482087549,-0.0011889222263188424,-0.00043823852487602315,43.938586227705706,-0.001750675182082724,-0.0009153551318806113,31.947538553804293,0.00020414795854150312,0.0007564656559729033
2025-07-01,0.012916154224275056,-0.010775866174716486,-0.03399970811710651,-0.002213013670223307,0.007433304737929492,0.0008165299171836393,0.002462066276510999,0.010772018427946705,0.004697729476004731,0.002694625551844798,0.0055649067207356965,-0.0003404204676498712,0.0015616675972302651,0.0031839425579349933,0.0030742194487355158,0.002183708792766159,-0.3649916907562585,-4.635491549088443,-3.8098479823841633,-0.8282222592958813,16.280412448333912,1.7910744651381563,3.5678296976134676,1.4819932478962141,67.39980645754324,0.0038296263415498995,0.001601514084433015,26.902614402412908,-0.002436374058364839,-0.0008378656315737862,22.947237093633873,-0.005640656973327534,-0.001860415500169996,41.5837274508518,-0.0008406886091755841,0.00043703480294320584
2025-07-02,0.022230770203315764,-0.001950980777077449,-0.006756331477523525,0.015923584565922022,0.010621342155473945,-0.00045510459074804555,0.0017143423496481347,0.009267656606165863,0.008321878425994467,0.0027291077427637036,0.005271199694815365,0.00171582173867334,0.0022840137749261745,0.0029781621162792036,0.0027790630940247142,0.003822934702616643,0.7211601702257864,-0.8189490528701022,-0.801282662361323,-8.195429825029155,16.172167714220613,1.8115155888252221,3.56808279286731,2.96671521399322,73.33723638414143,0.005133256417365187,0.0023078625510194496,41.25223552740792,-0.002681977951371382,-0.0012066880955333055,40.912560837226906,-0.006450821699226932,-0.0027784967399813836,53.60848721527712,-0.00020291809941326913,0.00030904422247191087
2025-07-03,0.005225041050401336,0.01578120791675297,0.009588646622848973,0.004982083479003974,0.012222022889375194,0.0005965966262180489,-0.001295596460706605,0.00691277176332139,0.008363908212759374,0.003847017823910914,0.006097350760561804,0.0037087670400486996,0.002655953157551505,0.003670026627581158,0.0023668220332772826,0.0035093965887983193,-0.7649635616483494,-9.088858743340912,-2.419209027080419,-0.6871255050407367,16.150431732248897,2.9420708086231437,3.5935707111098734,2.7777177550774033,54.00024067709273,0.00473953798117755,0.00279419763705107,58.76748618055098,-0.0014293052315538955,-0.0012512115227374236,48.64842278377596,-0.005708179608101568,-0.0033644333136054207,47.284806405116775,-0.0005737541901580431,0.0001324845399459201
2025-07-07,-0.016857939297312052,-0.0022452133265176144,-0.005828071879553143,-0.015262103892355383,0.008770832074920997,0.0007546443385172852,-0.004979053998033356,-0.0018904911105928068,0.004429663768895253,0.004213865023627294,0.004768403554629852,0.006036703692287981,0.002352943232956617,0.003147091137390334,0.00163739571322421,0.0026986823378962244,-4.226374517386269,-1.1422713228519186,-1.607809642881751,-4.063397864904225,16.38388361423222,2.9680807241875318,2.9623303677604613,2.7557807548171467,39.45273127552344,0.002615452022168189,0.002758448514074494,44.30583725503522,-0.001869583225672277,-0.0013748858633243943,42.93823936910581,-0.006291110732247944,-0.003949768797333926,38.28600673194433,-0.0024726777075148596,-0.0003885479095462359
2025-07-08,0.0002858039892503772,-0.0022100998850178577,-0.01109624275183263,-0.01374508042346223,0.004759966033986096,-0.0002801904493152874,-0.009618341520633367,-0.002062905988222985,0.004209486833484155,0.002191432565629381,0.0018616520619836874,0.00553233304405667,0.0015473200850865787,0.0027479252429150835,0.001444434992914062,0.00038549132322909796,-1.0169536729377089,-0.015639245093123755,0.9039303188352947,-0.0993980567550069,16.38786441955172,2.972514425411263,2.9054748526303547,2.7869172765167316,50.58292323965158,0.002289068447260785,0.002664572500711752,44.33457249407232,-0.002190423508059378,-0.0015379933922713912,41.16031776944674,-0.007096382528929105,-0.004579091543652962,39.21948450682059,-0.0038112435175264186,-0.0010730870311422725
2025-07-09,0.005380715910463962,0.013873849785578818,0.010170052855559497,0.012961656910557284,0.0032528783712238774,0.004649752742743774,-0.0007843893261001656,0.0009720281279331333,0.005343091554576684,0.0027331413299637062,0.0008388384752054167,0.00587202327793992,0.0024219839932607236,0.0031896927888205194,0.002638012996636574,0.0002783973116631422,17.826594844168575,-7.277476361873444,-1.9165312153863825,-1.9430033518343277,16.7456091788765,3.3758678756920983,2.8214255576040568,2.7839570425148104,53.32875063457522,0.0024137002902961157,0.002614398058628625,55.62784168287821,-0.0011337818922403133,-0.0014571510922651758,50.1360822411394,-0.005949966394925182,-0.004853266513907406,52.76504689630248,-0.002686092458639029,-0.0013956881166416238
2025-07-10,0.006014939675876629,-0.004031705316035028,-0.029256110953713388,0.0056618731040984915,9.712265736050441e-06,0.004233607834952258,-0.005284345221338138,-0.0010803141644315727,0.005315527210604997,0.0018892516221021062,-0.0017850014358450016,0.004093671220867146,0.0024199273850121993,0.0031816558308555955,0.0020261934544204717,-0.00015121555190789616,0.1178697734588221,-1.2905974461555572,-3.876692124340379,-0.5631829215069803,16.64661838526688,3.3304275272370654,2.856324215043287,2.611123012243269,53.67382534880618,0.0025344331139573297,0.0025984050696943664,44.74467548404136,-0.0017213715529981024,-0.0015099951844117613,38.43129534403466,-0.008129078315805128,-0.005508428874286951,49.516729480946,-0.002356272047107,-0.001587804902734699
2025-07-11,-0.005884835805047839,0.0036691290886827765,-0.00438191623035733,0.014469132951631547,-0.0022122631053537846,0.0018111920693382189,-0.0080784577919794,0.0008170957300939419,0.005004879892010705,0.0012038943477781338,-0.004687027126343002,0.0038649337467076663,0.0030853736175746995,0.0031846151069902353,0.0011316348792567653,0.0009221850926731834,-1.9783698793604563,-1.910068767697331,-0.8502221899113646,1.5555381912670732,16.674051743719247,3.040768192430028,1.558473328038381,2.784204298656826,46.6973385267736,0.0016508720899833112,0.0024088984737521556,49.335604669010955,-0.0015478054765431194,-0.001517557242838033,46.86038564627308,-0.007759454420434174,-0.0059586339835163964,53.2557338554651,-0.0013684402035438617,-0.0015439319628965315
